ID	Object.Symbol	Object.Name	Phenol.HS.logFC	Phenol.HS.p.value	Phenol.HS.FDR	RNeasy.HS.logFC	RNeasy.HS.p.value	RNeasy.HS.FDR	Direct.zol.HS.logFC	Direct.zol.HS.p.value	Direct.zol.HS.FDR	DB	Object.ID	Object.Synonym	Object.Type	Taxon	GO.ID
YBL061C	SKT5	Activator of Chs3p (chitin synthase III) during vegetative growth	-0.190174619276813	0.0263913567146466	0.0375375003428581	-0.181322592647655	0.0317937170874566	0.044203960043432	-0.125116174043402	0.129369410281077	0.161918643571411	SGD	S000000157	YBL061C|CAL2|CHS4|CSD4	protein	taxon:559292	GO:0000131|GO:0005886|GO:0005886|GO:0005935|GO:0005935|GO:0005935|GO:0008047|GO:0016020|GO:0034221|GO:0034221
YBL063W	KIP1	Kinesin-related motor protein	0.0357080767111448	0.715074774223999	0.75196863573896	0.237661716534762	0.0184952881465552	0.0267539037506848	0.130385020911718	0.181533501344647	0.220758577355102	SGD	S000000159	YBL063W|CIN9	protein	taxon:559292	GO:0000022|GO:0000070|GO:0000070|GO:0000073|GO:0000073|GO:0000166|GO:0003774|GO:0003777|GO:0003777|GO:0003777|GO:0005524|GO:0005524|GO:0005524|GO:0005634|GO:0005737|GO:0005819|GO:0005856|GO:0005871|GO:0005874|GO:0005876|GO:0007018|GO:0007018|GO:0007019|GO:0007049|GO:0008017|GO:0030543|GO:0051301|GO:0090307
YBL064C	PRX1	Mitochondrial peroxiredoxin with thioredoxin peroxidase activity	3.02394667624013	3.05815315801444e-13	5.71699332405884e-12	2.91043742369081	4.94496003294378e-13	7.78201485077211e-12	2.95048248486929	3.64902917232886e-13	6.55039793320195e-12	SGD	S000000160	YBL064C|thioredoxin peroxidase PRX1	protein	taxon:559292	GO:0004601|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0008379|GO:0008379|GO:0008379|GO:0016209|GO:0016209|GO:0016491|GO:0016491|GO:0034599|GO:0045454|GO:0045454|GO:0051920|GO:0051920|GO:0098869
YBL066C	SEF1	Putative transcription factor	0.0893524435115921	0.326145283678901	0.375755213973533	0.135732102833797	0.142825247847013	0.177285727397329	0.274500786820016	0.0060311994372602	0.00937583175230862	SGD	S000000162	YBL066C	protein	taxon:559292	GO:0000981|GO:0000981|GO:0003677|GO:0003677|GO:0005575|GO:0005634|GO:0005634|GO:0006351|GO:0006355|GO:0006355|GO:0006357|GO:0008150|GO:0008270|GO:0008270|GO:0008270|GO:0008270|GO:0030435|GO:0046872
YBL067C	UBP13	Ubiquitin-specific protease that cleaves Ub-protein fusions	-0.134827289182274	0.0319892358903647	0.0447146089238822	-0.131927742742596	0.0341804508865029	0.0472648402129027	-0.0949822253832309	0.119181520731572	0.150353648548104	SGD	S000000163	YBL067C|ubiquitin-specific protease UBP13	protein	taxon:559292	GO:0004843|GO:0004843|GO:0004843|GO:0004843|GO:0004843|GO:0005575|GO:0006508|GO:0006511|GO:0008233|GO:0008234|GO:0008270|GO:0010995|GO:0016579|GO:0016787
YBL068W	PRS4	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP	-1.15565231778785	6.28468674744109e-7	1.7969367368475e-6	-1.20498243350617	2.35008334464281e-7	6.97068682822298e-7	-1.0856804726892	1.08902435144482e-6	2.92031655686664e-6	SGD	S000000164	YBL068W|ribose phosphate diphosphokinase subunit PRS4	protein	taxon:559292	GO:0000166|GO:0000287|GO:0000287|GO:0002189|GO:0002189|GO:0004749|GO:0004749|GO:0004749|GO:0004749|GO:0004749|GO:0005524|GO:0005737|GO:0005737|GO:0005737|GO:0006015|GO:0006015|GO:0006015|GO:0006015|GO:0006015|GO:0009156|GO:0009165|GO:0009165|GO:0016301|GO:0016310|GO:0016740|GO:0031505|GO:0031505|GO:0044249|GO:0046872
YBL069W	AST1	Lipid raft associated protein	-0.455649296941481	8.14991409396677e-5	1.66290371282961e-4	-0.456458387830904	7.36402547400064e-5	1.50145291880458e-4	-0.477671746063941	4.21025631666191e-5	8.8454561842539e-5	SGD	S000000165	YBL069W	protein	taxon:559292	GO:0000139|GO:0003674|GO:0005768|GO:0005770|GO:0005794|GO:0005794|GO:0005886|GO:0005886|GO:0005886|GO:0006612|GO:0016020|GO:0016491|GO:0031902|GO:0032596|GO:0032596|GO:0045121|GO:0045121
YBL071W-A	KTI11	Zn-ribbon protein that co-purifies with Dph1 and Dph2	-0.536562791286798	0.00222543084926902	0.00370799860494158	-0.549873335150256	0.00125119214118021	0.00214125302295271	-0.770847385227158	3.17938966218168e-5	6.81380697955693e-5	SGD	S000007587	YBL071W-A|DPH3	protein	taxon:559292	GO:0002098|GO:0005506|GO:0005506|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0005829|GO:0008033|GO:0008270|GO:0008270|GO:0016491|GO:0016730|GO:0017183|GO:0017183|GO:0017183|GO:0017183|GO:0045182|GO:0046872|GO:0046872
YBL072C	RPS8A	Protein component of the small (40S) ribosomal subunit	-2.75507767054282	3.72753400292862e-9	1.6451597441497e-8	-3.02492874574659	8.55164117301389e-10	4.30515726291523e-9	-3.08511209339665	6.27385891587303e-10	3.30885461241462e-9	SGD	S000000168	YBL072C|S14A|S8A|YS9|rp19|S8e|eS8|ribosomal 40S subunit protein S8A	protein	taxon:559292	GO:0000462|GO:0003735|GO:0003735|GO:0003735|GO:0005737|GO:0005737|GO:0005840|GO:0005840|GO:0005840|GO:0006412|GO:0006412|GO:0022627|GO:0030686|GO:1990904
YBL074C	AAR2	Component of the U5 snRNP complex	0.423984552516233	0.001987146852009	0.00333082581990087	0.42136183813945	0.00166250466701291	0.00279144805359432	0.243579857836293	0.0588950607181886	0.0782158385556034	SGD	S000000170	YBL074C|U5 snRNP complex subunit AAR2	protein	taxon:559292	GO:0000244|GO:0003674|GO:0005634|GO:0005634|GO:0005682|GO:0005737|GO:0005737|GO:0006397|GO:0008380
YBL075C	SSA3	ATPase involved in protein folding and the response to stress	5.08752579624147	9.51120834903959e-17	1.05341118884646e-14	4.94584855413319	1.43494728747645e-16	1.47774396096259e-14	5.1694187626366	7.51925115345383e-17	8.65451064132823e-15	SGD	S000000171	YBL075C|YG106|Hsp70 family ATPase SSA3	protein	taxon:559292	GO:0000166|GO:0005524|GO:0005524|GO:0005737|GO:0005737|GO:0005829|GO:0006457|GO:0006457|GO:0006457|GO:0006515|GO:0006616|GO:0016887|GO:0051082|GO:0051082|GO:0051082|GO:0140662
YBL076C	ILS1	Cytoplasmic isoleucine-tRNA synthetase	-1.94514137458345	2.82897476124262e-12	3.52884881541591e-11	-2.05297856868127	1.06834330789685e-12	1.46181240497774e-11	-2.10047542407473	7.17309819470885e-13	1.1168723183804e-11	SGD	S000000172	YBL076C|isoleucine--tRNA ligase ILS1	protein	taxon:559292	GO:0000049|GO:0000166|GO:0000166|GO:0000166|GO:0000166|GO:0000166|GO:0002161|GO:0004812|GO:0004812|GO:0004812|GO:0004812|GO:0004812|GO:0004822|GO:0004822|GO:0004822|GO:0004822|GO:0004822|GO:0005524|GO:0005524|GO:0005524|GO:0005524|GO:0005524|GO:0005737|GO:0005737|GO:0005829|GO:0006412|GO:0006418|GO:0006418|GO:0006418|GO:0006418|GO:0006418|GO:0006428|GO:0006428|GO:0016874|GO:0106074|GO:1990825
YBL078C	ATG8	Ubiquitin-like protein conjugated to phosphatidylethanolamine (PE)	2.58696938739903	1.902167124649e-11	1.76952789567189e-10	2.91260079194292	4.19479591820277e-13	6.80205857454427e-12	2.86792466790026	6.29276485886758e-13	9.98338641123045e-12	SGD	S000000174	YBL078C|APG8|AUT7|CVT5|ubiquitin-like protein ATG8	protein	taxon:559292	GO:0000329|GO:0000329|GO:0000407|GO:0000407|GO:0000407|GO:0000407|GO:0000407|GO:0000421|GO:0000422|GO:0005739|GO:0005773|GO:0005774|GO:0005776|GO:0005776|GO:0005811|GO:0005829|GO:0006888|GO:0006888|GO:0006888|GO:0006914|GO:0008429|GO:0015031|GO:0016020|GO:0016241|GO:0031386|GO:0031410|GO:0031503|GO:0031966|GO:0032258|GO:0032258|GO:0033110|GO:0034497|GO:0034727|GO:0044805|GO:0061025|GO:0061025|GO:0061709|GO:0071211|GO:0120095|GO:0140042|GO:1905153
YBL079W	NUP170	Subunit of inner ring of nuclear pore complex (NPC)	-0.753495705994759	1.73052030562421e-6	4.59853064464197e-6	-0.683200409241145	6.47498872499752e-6	1.53135309491279e-5	-0.794613371809535	8.95582458441466e-7	2.43045262646852e-6	SGD	S000000175	YBL079W|NLE3	protein	taxon:559292	GO:0003682|GO:0005634|GO:0005643|GO:0005643|GO:0005643|GO:0005643|GO:0005643|GO:0006913|GO:0007059|GO:0015031|GO:0015031|GO:0016020|GO:0017056|GO:0017056|GO:0017056|GO:0017056|GO:0017056|GO:0017056|GO:0031507|GO:0031965|GO:0034398|GO:0036228|GO:0036228|GO:0044611|GO:0044877|GO:0051028|GO:0051292|GO:0051292|GO:1990841
YBL080C	PET112	Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex	0.506420465685745	8.99154470086325e-5	1.81813184271675e-4	0.551945534887637	1.92020670083507e-5	4.25665156114119e-5	0.553283588211726	1.93436955495166e-5	4.27674172789689e-5	SGD	S000000176	YBL080C|glutamyl-tRNA(Gln) amidotransferase subunit PET112	protein	taxon:559292	GO:0000166|GO:0003824|GO:0005524|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0006412|GO:0016874|GO:0016874|GO:0016884|GO:0016884|GO:0016884|GO:0016884|GO:0016884|GO:0016884|GO:0030956|GO:0030956|GO:0032543|GO:0032543|GO:0050567|GO:0050567|GO:0070681|GO:0070681
YBL081W	YBL081W	Non-essential protein of unknown function	-1.28461373894333	3.08958720356365e-7	9.25299841067276e-7	-1.12258771400182	2.67698979283658e-6	6.71535473673107e-6	-0.903833971617562	4.6490092924284e-5	9.68749895156361e-5	SGD	S000000177	YBL081W	protein	taxon:559292	GO:0003674|GO:0005575|GO:0008150
YBL082C	ALG3	Dolichol-P-Man dependent alpha(1-3) mannosyltransferase	-1.81885111319488	1.13269747222255e-10	8.12617495639924e-10	-1.81205763109732	2.24052827089337e-10	1.33251276090619e-9	-1.97831497078831	3.94089223952636e-11	3.10927922661556e-10	SGD	S000000178	YBL082C|RHK1|dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase	protein	taxon:559292	GO:0000030|GO:0005783|GO:0005783|GO:0005783|GO:0005789|GO:0006486|GO:0006486|GO:0006490|GO:0006490|GO:0016020|GO:0016740|GO:0016757|GO:0052925|GO:0052925
YBL084C	CDC27	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C)	0.268392589747091	0.0025240314840747	0.00416649741606256	0.314789024846185	5.31156306574985e-4	9.59645281500512e-4	0.357861700196279	1.56532615878866e-4	3.03750894283947e-4	SGD	S000000180	YBL084C|APC3|SNB1|anaphase promoting complex subunit CDC27	protein	taxon:559292	GO:0005634|GO:0005634|GO:0005680|GO:0005737|GO:0005737|GO:0007049|GO:0016567|GO:0016567|GO:0016567|GO:0031145|GO:0031145|GO:0034399|GO:0051301|GO:0061630
YBL085W	BOI1	Protein involved in polar growth, functionally redundant with Boi2p	-0.509014509064887	2.93296439205218e-5	6.40018931247483e-5	-0.380677175108344	6.51315235791851e-4	0.00116101440452419	-0.305990505844629	0.00428696316921881	0.00681225603771371	SGD	S000000181	YBL085W|GIN7|BOB1	protein	taxon:559292	GO:0000920|GO:0000920|GO:0005543|GO:0005543|GO:0005737|GO:0005829|GO:0005886|GO:0005933|GO:0005933|GO:0005935|GO:0005935|GO:0007015|GO:0007118|GO:0030427|GO:0043332|GO:0099500
YBL086C	YBL086C	Protein of unknown function	0.523429122718404	0.00222914866805421	0.00371313923992003	0.640888748704933	2.45047150426211e-4	4.65058769156761e-4	0.76709163566811	3.49484479792362e-5	7.44907006674352e-5	SGD	S000000182	YBL086C	protein	taxon:559292	GO:0003674|GO:0005575|GO:0008150
YBL087C	RPL23A	Ribosomal 60S subunit protein L23A	-3.22906575935453	4.49544446629207e-12	5.18433379511483e-11	-3.1079591009811	8.32768923014594e-12	8.37046845564327e-11	-3.07626786536731	9.0082676782417e-12	8.9456753569737e-11	SGD	S000000183	YBL087C|L17aA|L23A|YL32|L14|ribosomal 60S subunit protein L23A|uL14	protein	taxon:559292	GO:0002181|GO:0003735|GO:0003735|GO:0003735|GO:0005737|GO:0005737|GO:0005840|GO:0005840|GO:0005840|GO:0006412|GO:0006412|GO:0022625|GO:1990904
YBL088C	TEL1	Protein kinase primarily involved in telomere length regulation	-0.0270977031054243	0.833378150586435	0.856430277300836	0.0915613404708829	0.473426429240676	0.5247381305972	-0.136090241343325	0.302627817532654	0.350518012809131	SGD	S000000184	YBL088C|DNA-binding protein kinase TEL1	protein	taxon:559292	GO:0000166|GO:0000723|GO:0000723|GO:0000723|GO:0000781|GO:0000781|GO:0004672|GO:0004672|GO:0004674|GO:0004674|GO:0004674|GO:0004674|GO:0004674|GO:0004674|GO:0005524|GO:0005634|GO:0005634|GO:0005634|GO:0005694|GO:0005739|GO:0005739|GO:0006281|GO:0006281|GO:0006302|GO:0006302|GO:0006325|GO:0006974|GO:0006974|GO:0006974|GO:0006974|GO:0016301|GO:0016301|GO:0016310|GO:0016740|GO:0035556|GO:0042162|GO:0042770
YBL089W	AVT5	Putative transporter	0.285452010813207	8.72145200143198e-4	0.00153462000145101	0.295504245864747	7.68109309672263e-4	0.00135491088660592	0.142167621518582	0.0734619244893233	0.0962118466649549	SGD	S000000185	YBL089W|amino acid transporter	protein	taxon:559292	GO:0005773|GO:0005774|GO:0006865|GO:0015813|GO:0015825|GO:0015828|GO:0016020|GO:0016020|GO:0022857|GO:0055085|GO:0089709|GO:1903401|GO:1903826
YBL090W	MRP21	Mitochondrial ribosomal protein of the small subunit	0.34794338696465	0.030022418474447	0.042140506084410403	0.186486374671364	0.195891724118621	0.236261438376064	0.115704180821561	0.417337914369992	0.468228890931164	SGD	S000000186	YBL090W|MRP50|mitochondrial 37S ribosomal protein MRP21|bS21m	protein	taxon:559292	GO:0003735|GO:0003735|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005763|GO:0005840|GO:0005840|GO:0006412|GO:0032543|GO:0070124|GO:1990904
YBL091C	MAP2	Methionine aminopeptidase	-0.514549561070235	2.28324744066499e-7	7.00243598573851e-7	-0.543098238242996	9.0151046200101e-8	2.88228018079844e-7	-0.535321612280191	1.12880385797526e-7	3.58554039302747e-7	SGD	S000000187	YBL091C|methionine aminopeptidase	protein	taxon:559292	GO:0004177|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0006508|GO:0006508|GO:0008233|GO:0016787|GO:0046872|GO:0046872|GO:0070006|GO:0070006|GO:0070006
YBL091C-A	SCS22	Protein involved in regulation of phospholipid metabolism	1.32194705133488	9.78248241850526e-8	3.20620724715946e-7	1.11702819437138	5.47680919201558e-7	1.52653703500149e-6	1.00365175946507	1.76007635915498e-6	4.5433809271063e-6	SGD	S000007228	YBL091C-A|phospholipid metabolism-regulating protein SCS22	protein	taxon:559292	GO:0003674|GO:0005789|GO:0005829|GO:0008654|GO:0016020|GO:0016020|GO:0060304|GO:0060304|GO:0060304|GO:0060304|GO:0060304|GO:0061709|GO:0090158|GO:0090158|GO:0090158|GO:0090158|GO:0090158
YBL092W	RPL32	Ribosomal 60S subunit protein L32	-2.86649212038618	3.65941900633919e-10	2.20262353777696e-9	-3.11735578224076	9.30303576923455e-11	6.34986278667521e-10	-3.02042884142603	1.5214633127354e-10	9.81427433599646e-10	SGD	S000000188	YBL092W|L32|L32e|ribosomal 60S subunit protein L32|eL32	protein	taxon:559292	GO:0002181|GO:0003735|GO:0003735|GO:0003735|GO:0005737|GO:0005737|GO:0005840|GO:0005840|GO:0005840|GO:0006412|GO:0006412|GO:0022625|GO:1990904
YBL093C	ROX3	Subunit of the RNA polymerase II mediator complex	-0.0415202385499764	0.551511304660441	0.60018008126748	-0.0963439599329951	0.162362976510793	0.199345465826889	-0.1113196844796	0.110283571895478	0.139910215480107	SGD	S000000189	YBL093C|MED19|NUT3|SSN7|SSX2|RMR1	protein	taxon:559292	GO:0000122|GO:0001113|GO:0003712|GO:0003713|GO:0005634|GO:0005634|GO:0005634|GO:0006357|GO:0016592|GO:0045944|GO:0051123|GO:0070847
YBL095W	MRX3	Protein that associates with mitochondrial ribosome	0.207415350297813	0.0764919974766282	0.0996499526305856	-0.067332557593602	0.542299089843026	0.591031499698953	0.188692347414051	0.0978576097756483	0.125299010432635	SGD	S000000191	YBL095W	protein	taxon:559292	GO:0003674|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005743|GO:0008150
YBL097W	BRN1	Subunit of the condensin complex	-0.561455586343502	2.18039129599525e-7	6.72564209537159e-7	-0.456912965573011	2.55573517897468e-6	6.44422916691641e-6	-0.490449719834889	1.24777004977457e-6	3.30673146373668e-6	SGD	S000000193	YBL097W|condensin subunit BRN1	protein	taxon:559292	GO:0000070|GO:0000796|GO:0000796|GO:0003682|GO:0005634|GO:0005634|GO:0005634|GO:0005694|GO:0005694|GO:0005737|GO:0005737|GO:0007049|GO:0007076|GO:0007076|GO:0007076|GO:0007076|GO:0030261|GO:0051301|GO:0070058
YBL098W	BNA4	Kynurenine 3-monooxygenase	-0.283432555775759	0.042146631481601	0.0576691670855472	-0.517601972921663	5.90906199191263e-4	0.00106073987438921	-0.540737623572341	3.37876966081906e-4	6.26449081143647e-4	SGD	S000000194	YBL098W|kynurenine 3-monooxygenase	protein	taxon:559292	GO:0004497|GO:0004502|GO:0004502|GO:0004502|GO:0004502|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005741|GO:0005741|GO:0005741|GO:0005777|GO:0006569|GO:0006569|GO:0009435|GO:0016020|GO:0016491|GO:0019363|GO:0019805|GO:0019805|GO:0031966|GO:0034354|GO:0034354|GO:0043420|GO:0050660|GO:0071949
YBL099W	ATP1	Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase	0.0662279227861773	0.530996265124445	0.580761706033258	-0.0734482976074992	0.488466487424068	0.53926994191824	-0.0760940586228295	0.472609503446904	0.523141200308	SGD	S000000195	YBL099W|F1F0 ATP synthase subunit alpha	protein	taxon:559292	GO:0000166|GO:0005524|GO:0005524|GO:0005524|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005743|GO:0005743|GO:0005754|GO:0005754|GO:0005754|GO:0006754|GO:0006811|GO:0015986|GO:0015986|GO:0015986|GO:0015986|GO:0016020|GO:0016887|GO:0032559|GO:0042645|GO:0045261|GO:0045261|GO:0046034|GO:0046034|GO:0046933|GO:0046933|GO:0046933|GO:0046933|GO:1902600|GO:1902600|GO:1902600
YBL100W-B	YBL100W-B	Retrotransposon TYA Gag and TYB Pol genes	-0.0647220583132158	0.575466794854401	0.622670983556744	0.297903712582939	0.0134560684678773	0.0198759743096225	0.0219440725424907	0.849285016951974	0.874001235888514	SGD	S000002149	YBL100W-B|YBL101W-B|TY2B_B|gag-pol fusion protein	protein	taxon:559292	GO:0000166|GO:0000943|GO:0003676|GO:0003677|GO:0003723|GO:0003723|GO:0003723|GO:0003824|GO:0003887|GO:0003887|GO:0003887|GO:0003964|GO:0003964|GO:0003964|GO:0004190|GO:0004518|GO:0004519|GO:0004523|GO:0004540|GO:0005524|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0006278|GO:0006310|GO:0006508|GO:0008152|GO:0008233|GO:0008233|GO:0008270|GO:0015074|GO:0015074|GO:0016740|GO:0016779|GO:0016787|GO:0032196|GO:0032197|GO:0046872|GO:0071897
YBL101C	ECM21	Alpha-arrestin, ubiquitin ligase adaptor for Rsp5p	1.48474750743335	2.49206231705398e-11	2.22654578403453e-10	1.42588722835212	5.01064152889433e-11	3.79026620806826e-10	1.50240533644455	1.93049723909938e-11	1.71437500658296e-10	SGD	S000000197	YBL101C|ART2	protein	taxon:559292	GO:0005737|GO:0005737|GO:0005737|GO:0005829|GO:0031625|GO:0070086|GO:0070086|GO:0070086|GO:0070086|GO:0070086|GO:0070086|GO:0070086|GO:0071555
YBL102W	SFT2	Tetra-spanning membrane protein found mostly in the late Golgi	0.541532819048865	2.51610038915693e-7	7.68045204594446e-7	0.440201919927406	6.4580577195008e-6	1.5279644826066e-5	0.42484891760285	9.93100244571645e-6	2.2986981213074e-5	SGD	S000000198	YBL102W	protein	taxon:559292	GO:0000138|GO:0000139|GO:0000139|GO:0000139|GO:0003674|GO:0005794|GO:0005829|GO:0015031|GO:0016020|GO:0016020|GO:0016192|GO:0016192|GO:0042147
YBL103C	RTG3	bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways	-0.254183440271489	0.00242483369792908	0.00401177390271806	-0.161239593027073	0.0345935222617537	0.0477910039248044	-0.214327481120499	0.00720488425419863	0.0110597987897871	SGD	S000000199	YBL103C	protein	taxon:559292	GO:0000422|GO:0000981|GO:0000981|GO:0003677|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0031930|GO:0043565|GO:0045944|GO:0045944|GO:0045944|GO:0045944|GO:0045944|GO:0046983|GO:0046983|GO:0061629|GO:0071400|GO:0071400
YBL104C	SEA4	Subunit of SEACAT, a subcomplex of the SEA complex	-0.0375302200129318	0.564790170916158	0.612473361034148	0.0282189037384337	0.658760016535567	0.702310442619647	0.0857519877244024	0.191010900416478	0.23103935409947	SGD	S000000200	YBL104C|YBL103C-A	protein	taxon:559292	GO:0005737|GO:0005737|GO:0005737|GO:0005773|GO:0005774|GO:0008270|GO:0015031|GO:0016020|GO:0035859|GO:1904263|GO:1904263
YBL105C	PKC1	Protein serine/threonine kinase	-0.0324692488232256	0.559856351601589	0.607879208619099	-0.062338829658428	0.265841709819886	0.311350925108286	-0.085566968274406	0.133482488082436	0.166705169049123	SGD	S000000201	YBL105C|CLY7|CLY15|HPO2|STT1|protein kinase C|CLY5|RSF8	protein	taxon:559292	GO:0000166|GO:0004672|GO:0004672|GO:0004674|GO:0004674|GO:0004674|GO:0004697|GO:0004697|GO:0004697|GO:0004697|GO:0004698|GO:0005524|GO:0005524|GO:0005524|GO:0005524|GO:0005524|GO:0005634|GO:0005737|GO:0005856|GO:0005886|GO:0005935|GO:0006468|GO:0006468|GO:0006468|GO:0006468|GO:0007049|GO:0007165|GO:0007165|GO:0008270|GO:0009272|GO:0010494|GO:0010606|GO:0016301|GO:0016310|GO:0016740|GO:0030242|GO:0030427|GO:0032165|GO:0032186|GO:0034063|GO:0035556|GO:0046872|GO:0060211|GO:0060237
YBL106C	SRO77	Protein with roles in exocytosis and cation homeostasis	-1.1564534101486	1.55346853945768e-13	3.30393490094803e-12	-1.2716738637707	1.91646860433506e-14	6.0482100577671e-13	-1.05997437692684	7.34242447570802e-13	1.13720400191045e-11	SGD	S000000202	YBL106C|SOP2|SNI2|putative Rab GTPase-binding protein SRO77	protein	taxon:559292	GO:0003674|GO:0005886|GO:0005935|GO:0006887|GO:0006887|GO:0006893|GO:0006893|GO:0110165
YBL107C	MIX23	Mitochondrial intermembrane space protein of unknown function	0.23959559364005	0.111341102635685	0.141221320758744	0.600499065224751	2.13404033163981e-4	4.09105706947279e-4	0.442112070929805	0.0036548647325435	0.00584738511311812	SGD	S000000203	YBL107C|MIC23	protein	taxon:559292	GO:0003674|GO:0005737|GO:0005739|GO:0005739|GO:0005758|GO:0005758|GO:0005758|GO:0005758|GO:0008150|GO:0015031
YBL111C	YBL111C	Helicase-like protein encoded within the telomeric Y' element	-0.7562263619175	0.0949457031458752	0.121688051848534	-1.16911529455501	0.0156889774795879	0.0229261383632514	-0.620075272399535	0.256181951258358	0.301058669446759	SGD	S000002151	YBL111C	protein	taxon:559292	GO:0000166|GO:0003674|GO:0003676|GO:0005524|GO:0005524|GO:0005739|GO:0008150
YBL113C	YBL113C	Helicase-like protein encoded within the telomeric Y' element	-0.342040773071955	0.0443882889160042	0.0604125332568849	-0.0660488881247152	0.684575121570932	0.725484015818987	-0.0241236614605306	0.882799049409034	0.901222681744527	SGD	S000002153	YBL113C	protein	taxon:559292	GO:0003674|GO:0005575|GO:0008150
YBL113C	YBL113C	NA	-0.342040773071955	0.0443882889160042	0.0604125332568849	-0.0660488881247152	0.684575121570932	0.725484015818987	-0.0241236614605306	0.882799049409034	0.901222681744527	SGD	S000002153	YBL113C	protein	taxon:559292	GO:0005737
YBR001C	NTH2	Putative neutral trehalase, required for thermotolerance	1.67833159904793	7.51533917641411e-13	1.18854374890438e-11	1.64767148899774	8.83834891525634e-13	1.24117483570705e-11	1.75470586234858	2.9779232265234e-13	5.59495266723018e-12	SGD	S000000205	YBR001C|alpha,alpha-trehalase NTH2	protein	taxon:559292	GO:0004555|GO:0004555|GO:0004555|GO:0004555|GO:0004555|GO:0005509|GO:0005737|GO:0005737|GO:0005739|GO:0005975|GO:0005975|GO:0005991|GO:0005991|GO:0005993|GO:0005993|GO:0005993|GO:0008152|GO:0015927|GO:0016787|GO:0016798
YBR002C	RER2	Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1	-0.696783622116531	8.87047728071785e-9	3.59349217652269e-8	-0.769090580213138	8.15073010742861e-10	4.13524509339723e-9	-0.690755566030261	5.96583951391181e-9	2.45750722432718e-8	SGD	S000000206	YBR002C|ditrans,polycis-polyprenyl diphosphate synthase	protein	taxon:559292	GO:0004659|GO:0004659|GO:0005783|GO:0005783|GO:0005783|GO:0005783|GO:0005783|GO:0005789|GO:0005811|GO:0006486|GO:0006486|GO:0006486|GO:0006888|GO:0016020|GO:0016740|GO:0016765|GO:0016765|GO:0016765|GO:0019408|GO:0019408|GO:0019408|GO:0045547|GO:0045547|GO:1904423
YBR003W	COQ1	Hexaprenyl pyrophosphate synthetase	0.53163612900724	1.0835169170063e-5	2.53194438806806e-5	0.444852493381426	8.56669647249809e-5	1.72805870424618e-4	0.46960241208917203	4.69585017987448e-5	9.77123025730706e-5	SGD	S000000207	YBR003W|trans-hexaprenyltranstransferase	protein	taxon:559292	GO:0000010|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005743|GO:0005743|GO:0006744|GO:0006744|GO:0008299|GO:0008299|GO:0016020|GO:0016740|GO:0016740|GO:0044249|GO:0046872|GO:1901576
YBR004C	GPI18	Functional ortholog of human PIG-V	-0.325473214370665	0.236995058433744	0.282125530928022	0.226613869865542	0.416415403836283	0.467730275644658	-0.232504318047911	0.42081373041511	0.471587742943241	SGD	S000000208	YBR004C|GPI-anchor transamidase GPI18	protein	taxon:559292	GO:0000009|GO:0000009|GO:0000009|GO:0000030|GO:0000030|GO:0004376|GO:0005739|GO:0005783|GO:0005783|GO:0005783|GO:0005789|GO:0005789|GO:0006506|GO:0006506|GO:0006506|GO:0006506|GO:0006506|GO:0016020|GO:0016740|GO:0016757|GO:0031501|GO:0031501
YBR005W	RCR1	Plasma membrane (PM) ubiquitin ligase-substrate adaptor	1.12649951982162	1.97106433660792e-8	7.43105180211206e-8	0.732526401621183	9.72962363062868e-6	2.25386309044161e-5	0.981431847522657	1.3067584050943e-7	4.09320802449495e-7	SGD	S000000209	YBR005W|SSH6	protein	taxon:559292	GO:0005783|GO:0005789|GO:0005789|GO:0005886|GO:0006033|GO:0016020|GO:0016192|GO:0043495|GO:0071555|GO:0072659
